dates,ids,names,monthly_listeners,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,playlists_found,feat_track_ids
25/04/2024,64k5e9kV9MdukXjFrR5R37,jessi,2352610,56,2232223,k-pop,2005,2024,20,5,KrOWN,"6AcT7whSpUEaCncx24QFml, 0sedpruW5fiIKDyDNKa6rp, 6AcT7whSpUEaCncx24QFml, 0sedpruW5fiIKDyDNKa6rp"
25/04/2024,66nOkPJTFgK25NMmojG04V,the bluetones,269136,38,110985,britpop,1998,2022,20,4,Throwback Thursday,"33yIHPh2dGgme7gxQG7hMk, 33yIHPh2dGgme7gxQG7hMk"
25/04/2024,67MNhiAICFY6Pwc2YxCO0K,elley duhé,24215612,73,530997,alt z,2018,2024,20,1,Main Stage,"086THPnabbu1zfDjRsxpoN, 086THPnabbu1zfDjRsxpoN"
25/04/2024,68KmkJeZGfwe1OUaivBa2L,ateez,3554468,70,3845552,"k-pop, k-pop boy group",2019,2024,20,3,Hallyu Boy Bands,"2KoeSRTm9cRulYnkaEyUaP, 5KyOUICJIvO0z71MBdPGiX, 0tYZo2UhV1lrUez5CA0Iyw, 3zmrdOtnOogqLllz26WLZ3, 2KoeSRTm9cRulYnkaEyUaP, 5KyOUICJIvO0z71MBdPGiX, 0tYZo2UhV1lrUez5CA0Iyw, 3zmrdOtnOogqLllz26WLZ3"
25/04/2024,68ym0sOo7MazZxScbm1wtI,vibe,76017,31,33297,korean pop,2002,2022,20,1,v o K a l,"5mwZ597mJSZ4MtO0EtxWBE, 5mwZ597mJSZ4MtO0EtxWBE"
25/04/2024,698zn8fEOIr1OrfqG4283S,toil,261893,46,108303,k-rap,2020,2024,20,1,KrOWN,"0nqgT7ndih2023zjYTFe39, 5t0v5p7fjB3kALwBGL9LIn, 0cdUX9QuaOcbXYTEfnFS7o, 0nqgT7ndih2023zjYTFe39, 5t0v5p7fjB3kALwBGL9LIn, 0cdUX9QuaOcbXYTEfnFS7o"
25/04/2024,69H1Ooj2eBJXLTk3IEBV0v,reddy,113543,39,45628,k-rap,2013,2024,20,1,KrOWN,"49RCNd8Kp2PdZnxARXsZtJ, 28adfhEwNXa3IMn1bYrxYT, 49RCNd8Kp2PdZnxARXsZtJ, 28adfhEwNXa3IMn1bYrxYT"
25/04/2024,69K447yK7IW0NCZGEh79e1,han dong geun,92949,34,60200,"k-pop ballad, korean pop",2017,2024,20,2,v o K a l,"37dkyQQNJLaqk09kkNr7In, 37dkyQQNJLaqk09kkNr7In"
25/04/2024,69cpkpEaffiFjwcE19bvor,ghost hounds,193632,38,100619," blues , rock , blues ",2009,2023,19,2,Blues & Roots Rock,"2TQjuRQINEQxEWpqaGZM7F, 2TQjuRQINEQxEWpqaGZM7F"
25/04/2024,6AFA7y2tNohNcpaLwDRyxx,kxxma,2418911,59,21995,"hypertechno, nu gabber",2022,2024,17,2,Main Stage,"2RskfmXnkMxDN6R9Mz9uG3, 2RskfmXnkMxDN6R9Mz9uG3"
25/04/2024,6AVWyEvyKJJwQjDHU8Eqaj,namani,52356,28,7560,uk alternative hip hop,2020,2024,20,1,Fresh Finds Hip-Hop,"1TLAsyzgnb7la3SkWOMmiG, 6sn9fDRvaNOHgjgGi6uxfv, 1TLAsyzgnb7la3SkWOMmiG, 6sn9fDRvaNOHgjgGi6uxfv"
25/04/2024,6B4yZT4AZbcEH90zluBhTK,hefner,7556,17,9633,indie fuzzpop,1999,2019,9,5,Throwback Thursday,"3Sai4fMUmuKDfDEhOvpDnQ, 3Sai4fMUmuKDfDEhOvpDnQ"
25/04/2024,6DPYiyq5kWVQS4RGwxzPC7,dr. dre,22502577,77,11518565,"g funk, gangster rap, hip hop, rap, west coast rap",1987,2022,13,1,Gold School,"21NA5Zggba7pyACm25h6k4, 2iW8D4Vdy8lrOEBkYEJOzd, 5Tbpp3OLLClPJF8t1DmrFD, 21NA5Zggba7pyACm25h6k4, 2iW8D4Vdy8lrOEBkYEJOzd, 5Tbpp3OLLClPJF8t1DmrFD"
25/04/2024,6EdfpkgBzauysFts2D0LSO,jaimes,913439,49,2018, singer-songwriter ,2019,2024,20,1,Main Stage,"3oht02g1mg6KywagA3bysC, 3oht02g1mg6KywagA3bysC"
25/04/2024,6F5tPDq3TIduDv2ki6O1Oq,swings,162032,40,90376,k-rap,2008,2024,20,10,KrOWN,"2Qvr1LlQyKexI7eCUm1l6x, 2AKImy25zsNK4V5znKnBfP, 0gINJfVy7dCxkSwrJmH0u2, 4qhUSmpm9aevBgRcYn12PC, 4cNlXzJJViGWXr75TMCdPj, 2Qvr1LlQyKexI7eCUm1l6x, 2AKImy25zsNK4V5znKnBfP, 0gINJfVy7dCxkSwrJmH0u2, 4qhUSmpm9aevBgRcYn12PC, 4cNlXzJJViGWXr75TMCdPj"
25/04/2024,6FBDaR13swtiWwGhX1WQsP,blink-182,19674562,76,8119532,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",1994,2023,20,1,Rock Party,"2m1hi0nfMR9vdGC8UcrnwU, 2m1hi0nfMR9vdGC8UcrnwU"
25/04/2024,6FD0unjzGQhX3b6eMccMJe,ghostface killah,1773193,62,883421,"east coast hip hop, hardcore hip hop",2008,2023,20,17,Gold School,"3TnbHn9c0bTo0Wiysye5Nf, 3TnbHn9c0bTo0Wiysye5Nf"
25/04/2024,6GEykX11lQqp92UVOQQCC7,dj premier,4139127,62,280743,"east coast hip hop, instrumental hip hop, jazz boom bap, turntablism",2008,2024,20,1,KrOWN,"3TPvrMAd1hbPRXuHCRX0Pl, 3TPvrMAd1hbPRXuHCRX0Pl"
25/04/2024,6GuRYj1MEnu1WZhDA2Xy0t,the london suede,63372,31,28696,"britpop, glam rock",1996,2024,20,12,Throwback Thursday,"5WGftVIWlv9fFNpzKzX4Ah, 2LvD3a2C0Jt0r0jW5bwOuU, 5WGftVIWlv9fFNpzKzX4Ah, 2LvD3a2C0Jt0r0jW5bwOuU"
25/04/2024,6H1RjVyNruCmrBEWRbD0VZ,def leppard,7801070,66,4859538,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",1992,2023,20,10,Rock Party,"0PdM2a6oIjqepoEfcJo0RO, 0PdM2a6oIjqepoEfcJo0RO"
25/04/2024,6HaGTQPmzraVmaVxvz6EUc,jung kook,26381372,83,13972212,k-pop,2022,2023,20,1,KrOWN,"3ajU531gR5fW71wqsw4tFX, 0rKWJnmo6Q0ovoPOLoLm0t, 3ajU531gR5fW71wqsw4tFX, 0rKWJnmo6Q0ovoPOLoLm0t"
25/04/2024,6HhV0jtMMK5HYnYgG0xgtz,the war and treaty,6386326,63,107587,black americana,2017,2024,20,1,Blues & Roots Rock,"0aSiH0zALY5KFZNSvbJePh, 1SFK3eoJqXkmGvcfmdzWC1, 0aSiH0zALY5KFZNSvbJePh, 1SFK3eoJqXkmGvcfmdzWC1"
25/04/2024,6IKlXZEFOvk9itrP1s0knJ,the red clay strays,4912386,63,234728," country , rock , americana ",2019,2023,6,1,Blues & Roots Rock,"158mZIMC4X58ZJK4fJfH1b, 158mZIMC4X58ZJK4fJfH1b"
25/04/2024,6JJbKj7rr0akgMZ9gBevrU,pachanta,492483,42,2360, pop ,2021,2024,8,1,Main Stage,"2OgXqA5XJcrc5duK7nF3qd, 2OgXqA5XJcrc5duK7nF3qd"
25/04/2024,6KPZ0y2JwUCYU6i7YZATQI,chubs,2769,13,1266,"boom bap, drumless hip hop",2018,2024,20,1,Fresh Finds Hip-Hop,"3c5VE1DjoEzN9J0l8O6tqm, 3c5VE1DjoEzN9J0l8O6tqm"
25/04/2024,6KkltYAOOGsCaW7dO9jF98,pretty girl,309233,40,22004, dance ,2019,2024,19,1,Fresh Finds Dance,"3AfHjDjQcA8yyMyCMCZ77V, 3AfHjDjQcA8yyMyCMCZ77V"
25/04/2024,6NyJIFHAePjHR1pFxwisqz,kurupt,611729,58,706093,"g funk, west coast rap",1998,2024,20,6,Gold School,"3g1mP8c79KbkWDhED5tyKZ, 3g1mP8c79KbkWDhED5tyKZ"
25/04/2024,6NzM38IkXdbQsQ4qW9CG7z,amil,28725,43,37288,hip pop,2000,2020,14,1,Gold School,"4LGMSdeKOUoy5Wf75Je0Hl, 4LGMSdeKOUoy5Wf75Je0Hl"
25/04/2024,6OmxkansdRyVTvo6BpZzKF,jev.,1138483,50,108319,chill abstract hip hop,2020,2024,20,1,Fresh Finds Hip-Hop,"3VL3aSOA8O3b5iOVBkD9iD, 3VL3aSOA8O3b5iOVBkD9iD"
25/04/2024,6OwKE9Ez6ALxpTaKcT5ayv,akmu,2877473,59,1627272,k-pop,2012,2023,18,1,v o K a l,"6qkx0tenDglbF21CU4wa1k, 6qkx0tenDglbF21CU4wa1k"
25/04/2024,6QHP8St0MzfNDqjKpwtMht,xikers,539772,51,359455,k-pop boy group,2023,2024,4,7,KrOWN,"67ZvVtW278IHsAxnzglQt4, 67ZvVtW278IHsAxnzglQt4"
25/04/2024,6TZdvF1kFzwnQLgHQynzsO,alien ant farm,4342004,57,826393,"alternative metal, funk metal, nu metal, post-grunge",2001,2024,12,1,Rock Party,"5z6xHjCZr7a7AIcy8sPBKy, 5z6xHjCZr7a7AIcy8sPBKy"
25/04/2024,6TcnmlCSxihzWOQJ8k0rNS,third eye blind,5248555,61,1548698,"alternative metal, alternative rock, pop rock, post-grunge",1997,2023,20,1,Rock Party,"42et6fnHCw1HIPSrdPprMl, 42et6fnHCw1HIPSrdPprMl"
25/04/2024,6Ts5nm6bMuPIqKy1fZRE8l,we hate you please die,12317,19,4997,french garage rock,2018,2024,6,1,Fresh Finds,"3Ir78IJjPU3eODC44pzlnf, 3Ir78IJjPU3eODC44pzlnf"
25/04/2024,6UYwzZChuolxsylHcZcBBP,the boo radleys,120889,31,44768,"britpop, shoegaze",1992,2023,19,1,Throwback Thursday,"15RgdXlKJQTNMsR4hAzIGh, 15RgdXlKJQTNMsR4hAzIGh"
25/04/2024,6UbmqUEgjLA6jAcXwbM1Z9,bibi,5462302,65,1409156,"k-pop, korean r&b",2021,2024,20,1,KrOWN,"5FJqpWkacWPUrXtJ5waI1j, 5FJqpWkacWPUrXtJ5waI1j"
25/04/2024,6VBSwCRUCT6b3igxW6VfJZ,lawstylez,1133321,50,2452,hypertechno,2023,2024,20,1,Main Stage,"5ybpVGn3epiwjD9CdaJyqm, 5ybpVGn3epiwjD9CdaJyqm"
25/04/2024,6WzWO3A5YAYxLVD224S9P0,alcemist,3873460,59,47469,charva,2021,2024,20,1,Main Stage,"2N8gR2yftrHbZR53U5kYnX, 2N8gR2yftrHbZR53U5kYnX"
25/04/2024,6XsOOgLCtnkkOv2uhZXuB0,blasé,109380,40,36120,"k-rap, korean drill",2019,2023,20,1,KrOWN,"2UrBX2cG7ZSnN2SbgspmtK, 2UrBX2cG7ZSnN2SbgspmtK"
25/04/2024,6XyY86QOPPrYVGvF9ch6wz,linkin park,43559990,83,25132420,"alternative metal, nu metal, post-grunge, rap metal, rock",2002,2023,20,23,Rock Party,"60a0Rd6pjrkxjPbaKzXjfq, 4Yf5bqU3NK4kNOypcrLYwU, 60a0Rd6pjrkxjPbaKzXjfq, 4Yf5bqU3NK4kNOypcrLYwU"
25/04/2024,6a8cUmqOsXmjzq1aWKiVpH,e sens,37905,32,35501,k-rap,2014,2023,9,2,KrOWN,"75ynugQh8CUopKUw4cUKja, 75ynugQh8CUopKUw4cUKja"
25/04/2024,6aLdhHUqgdKE86xbtNmY8g,crush,3189628,63,1176659,"k-pop, korean r&b",2014,2024,20,1,v o K a l,"0JL7DoEqAUcOntWmBuOSdh, 0JL7DoEqAUcOntWmBuOSdh"
25/04/2024,6b29EYSqnLhUyxC3yyNbyr,trade l,232208,42,39417,k-rap,2021,2023,10,1,KrOWN,"0cdUX9QuaOcbXYTEfnFS7o, 0cdUX9QuaOcbXYTEfnFS7o"
25/04/2024,6bEiU0j4lC3yh2D1kHzFpb,echobelly,60373,28,49536,"britpop, candy pop",1994,2018,9,1,Throwback Thursday,"5xvVqECUVNTBGbnPEzqn3I, 5gUg0GoCb5WqgscZS0XmwK, 5xvVqECUVNTBGbnPEzqn3I, 5gUg0GoCb5WqgscZS0XmwK"
25/04/2024,6bGcpvHbRHg8s0wiNyIZK1,kula shaker,365399,43,232223,britpop,1996,2024,17,4,Throwback Thursday,"4FH658GYnS4g5u0eI9dUcS, 4FH658GYnS4g5u0eI9dUcS"
25/04/2024,6bIsFWNkjQvSm5P4rqlxKn,don mills,51384,35,15113,k-rap,2016,2024,20,6,KrOWN,"1gfm1c48UetQVzH6jaHWnl, 0rkYEvHedxbS59qDB7d4x9, 1gfm1c48UetQVzH6jaHWnl, 0rkYEvHedxbS59qDB7d4x9"
25/04/2024,6cEuCEZu7PAE9ZSzLLc2oQ,r3hab,20432536,73,2508364,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",2017,2024,20,1,Main Stage,"1Rz3Xw2qOsRncTVajZR3cY, 1Rz3Xw2qOsRncTVajZR3cY"
25/04/2024,6dhfy4ByARPJdPtMyrUYJK,yerin baek,968731,54,625193,korean pop,2015,2023,15,6,v o K a l,"07o59OvDiUuVpAbGNntwCy, 07o59OvDiUuVpAbGNntwCy"
25/04/2024,6eMlKSBFAoXVJLoeHmwKEj,robert cray,579091,46,250953,"blues, blues rock, electric blues, modern blues, soul blues, southern rock, traditional blues",2003,2023,15,1,Blues & Roots Rock,"06s7QRpHfeiKL3YCIRTKxg, 06s7QRpHfeiKL3YCIRTKxg"
25/04/2024,6evKD5JWJON3qPBJtUEmtY,g-unit,3702820,59,2399368,"detroit hip hop, gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop",2003,2024,14,3,Gold School,"1dHJETCn2X1R1YwVlMvSza, 4E5IFAXCob6QqZaJMTw5YN, 6QdVBqkKNUqCqercvUHMkP, 1dHJETCn2X1R1YwVlMvSza, 4E5IFAXCob6QqZaJMTw5YN, 6QdVBqkKNUqCqercvUHMkP"
25/04/2024,6fXIxRAaELsPMPhSkuV54J,che noir,53541,31,27219,"alternative r&b, boom bap, buffalo hip hop, upstate ny rap",2019,2024,20,1,Fresh Finds Hip-Hop,"6neBWc8JXo3T3CRdRFg7zp, 3HADu1xxaiAJpUWJqrVJ7d, 6neBWc8JXo3T3CRdRFg7zp, 3HADu1xxaiAJpUWJqrVJ7d"
25/04/2024,6g6zaR4B3WDZXphDRmsVGF,bang yongguk,86743,36,117320,k-rap,2011,2024,11,2,KrOWN,"7ph9Xo8TV9VFefeoJYdPt6, 24cIYHhNAm6GjqcsFDEhgy, 7ph9Xo8TV9VFefeoJYdPt6, 24cIYHhNAm6GjqcsFDEhgy"
25/04/2024,6hFz7qfv7dt2sgRuGBYnP1,ilyaa,2656463,58,16548,"covertronica, hypertechno",2023,2024,20,1,Main Stage,"6ytFEsnazqki7XN2yXOev9, 3h7xA3ooMcxO6QDesmOcQ1, 6ytFEsnazqki7XN2yXOev9, 3h7xA3ooMcxO6QDesmOcQ1"
25/04/2024,6hk7Yq1DU9QcCCrz9uc0Ti,kimbra,16426616,68,414689,"bergen indie, electropop, nz pop",2011,2023,20,1,Main Stage,"0agQ9vIV7NP4dntGKLcCXO, 0agQ9vIV7NP4dntGKLcCXO"
25/04/2024,6iBjPtCEGarFwpdJUc39P9,ksmartboi,10159,20,2471,korean hyperpop,2020,2023,5,1,KrOWN,"4qhUSmpm9aevBgRcYn12PC, 4qhUSmpm9aevBgRcYn12PC"
25/04/2024,6iVo62B0bdTknRcrktCmak,kai,2617808,58,1448276,k-pop,2020,2023,4,6,Hallyu Boy Bands,"3WUyu94psXrYV6HZbXgcFA, 3WUyu94psXrYV6HZbXgcFA"
25/04/2024,6icQOAFXDZKsumw3YXyusw,lil yachty,18846663,77,9822351,"atl hip hop, melodic rap, rap, trap",2016,2024,20,1,Fresh Finds Hip-Hop,"5GEa60r7XAB2Osr3CHAtCf, 5GEa60r7XAB2Osr3CHAtCf"
25/04/2024,6k4r73Wq8nhkCDoUsECL1e,melomance,985810,49,275956,"k-pop, korean pop",2018,2023,20,1,v o K a l,"2X45nVBeYzmDlrXji9Av0Q, 5eO04wLeM487N9qhPHPPoB, 4SQH8x0PnOqEWWgbAlXIXJ, 5SGoHeqHhU62drrUO1QoyA, 2X45nVBeYzmDlrXji9Av0Q, 5eO04wLeM487N9qhPHPPoB, 4SQH8x0PnOqEWWgbAlXIXJ, 5SGoHeqHhU62drrUO1QoyA"
25/04/2024,6k9e4mFFVtEAAhGdvJBtqB,luca-dante spadafora,4326531,63,76413,hypertechno,2023,2024,20,1,Main Stage,"5VG6MONs7BkKKjO65vZYMm, 5VG6MONs7BkKKjO65vZYMm"
25/04/2024,6kbzJ40luXJ5IKnSpWr7SD,black joe lewis & the honeybears,194872,37,94586,"funk, modern blues rock, roots rock",2008,2020,11,4,Blues & Roots Rock,"3pDYH1sM23pIPU9JIqiTjT, 3pDYH1sM23pIPU9JIqiTjT"
25/04/2024,6l3HvQ5sa6mXTsMTB19rO5,j. cole,43985810,85,23288081,"conscious hip hop, hip hop, north carolina hip hop, rap",2011,2024,20,1,KrOWN,"5wxYxygyHpbgv0EXZuqb9V, 5wxYxygyHpbgv0EXZuqb9V"
25/04/2024,6mDl7lQiLxT0iQ8LYhAlWy,zerb,12898589,68,65124, rock ,2020,2024,20,1,Main Stage,"4HDC7Mo6uLTujRvHymiXDf, 4HDC7Mo6uLTujRvHymiXDf"
25/04/2024,6mhw1MMBwP4wlOmYM3x9bp,yungin,100887,30,467, classical ,2024,2024,1,2,KrOWN,"6AcT7whSpUEaCncx24QFml, 6AcT7whSpUEaCncx24QFml"
25/04/2024,6nDLku5uL3ou60kvCGZorh,bloodhound gang,3592399,58,950115,"alternative metal, comic, funk metal, funk rock, nu metal, rap rock",1995,2015,20,4,Rock Party,"5EYdTPdJD74r9EVZBztqGG, 5EYdTPdJD74r9EVZBztqGG"
25/04/2024,6nfYGe7IIuuP5bMY1jkJP6,jermaine dupri,1195163,55,477221,"atl hip hop, contemporary r&b, dirty south rap, hip pop, r&b, southern hip hop, urban contemporary",1998,2024,19,3,Gold School,"12LjNmRrdzhTn1vMcxN81m, 12LjNmRrdzhTn1vMcxN81m"
25/04/2024,6ns6XAOsw4B0nDUIovAOUO,gza,1529219,59,544267,"east coast hip hop, hardcore hip hop",1995,2016,12,4,Gold School,"3TnbHn9c0bTo0Wiysye5Nf, 3TnbHn9c0bTo0Wiysye5Nf"
25/04/2024,6olE6TJLqED3rqDCT0FyPh,nirvana,31632516,79,19147460,"grunge, permanent wave, rock",1989,2023,20,5,Rock Party,"5ghIJDpPoe3CfHMGu71E6T, 5ghIJDpPoe3CfHMGu71E6T"
25/04/2024,6opErDv4ZN3ZgbaovBUStM,kor kash,6422,26,3888,korean trap,2018,2023,10,1,KrOWN,"2eBaP0SbVtKAnXvJ56OLZT, 2eBaP0SbVtKAnXvJ56OLZT"
25/04/2024,6pU8o91xAS0aWNjj06nQSU,kassy,304474,42,92126,"k-pop, korean pop",2020,2024,20,5,v o K a l,"017eGASA1dbhQOb942TuQx, 78ArztlRnP0iatNE9GJNJB, 017eGASA1dbhQOb942TuQx, 78ArztlRnP0iatNE9GJNJB"
25/04/2024,6q3p11nP1p80Ey6LrOOSed,hit-boy,1920209,53,85713,drumless hip hop,2017,2024,20,1,KrOWN,"4PBYhNbFFXPcwXYUCMUTeF, 4PBYhNbFFXPcwXYUCMUTeF"
25/04/2024,6qqwLx8jRPkjUz0mlIvB6H,kris the $pirit,38238,23,1658,rap montrealais,2018,2024,20,11,Fresh Finds Hip-Hop,"12snGvc3c1wclx99B0dIH5, 12snGvc3c1wclx99B0dIH5"
25/04/2024,6t0ofV5WMAz84Iqu0YkmTV,zombic,2550090,57,15731,hypertechno,2023,2024,20,1,Main Stage,"2QUkcBV8t0A2AYH1G76EUB, 7mCEXSFUB5YVr6oIzXcqy1, 2QUkcBV8t0A2AYH1G76EUB, 7mCEXSFUB5YVr6oIzXcqy1"
25/04/2024,6t3YMGSTDtFDBUFfUHsJS0,jaylien,22521,18,5978,trap soul,2016,2024,20,1,Fresh Finds Hip-Hop,"35qSZU2iQ0JDGxFCftfaYk, 35qSZU2iQ0JDGxFCftfaYk"
25/04/2024,6udveWUgX4vu75FF0DTrXV,taeyang,4013754,60,1363184,"k-pop, korean r&b",2008,2023,15,6,Hallyu Boy Bands,"0oJRiblEiQgTg2hRfnacIt, 0oJRiblEiQgTg2hRfnacIt"
25/04/2024,6vYg01ZFt1nREsUDMDPUYX,the record company,403093,43,115596,"la indie, modern blues rock",2016,2023,14,1,Blues & Roots Rock,"1ifHcMs6Cm7LaSwIokxzzQ, 3xRzUblYGZhVs52fMjii7R, 1ifHcMs6Cm7LaSwIokxzzQ, 3xRzUblYGZhVs52fMjii7R"
25/04/2024,6vbY3hOaCAhC7VjucswgdS,twista,4581075,63,1059921,"chicago rap, dirty south rap, gangster rap, trap",1998,2024,20,14,Gold School,"2tOZtdbkAMQASWokLvSlzj, 2tOZtdbkAMQASWokLvSlzj"
25/04/2024,6wFu8qYepLnl61GixCI5cu,chris patrick,249009,39,32987,"indie hip hop, new jersey underground rap",2020,2024,20,1,Fresh Finds Hip-Hop,"483fOSKLspJj5Lk7X7EKt8, 43QwyJGbNbW5T0TcrkNlyb, 483fOSKLspJj5Lk7X7EKt8, 43QwyJGbNbW5T0TcrkNlyb"
25/04/2024,6zTIxEXFWjoNu2VXauDITb,junggigo,847452,47,104997,korean r&b,2009,2024,20,1,v o K a l,"3IrVcKEjHyqcqBUPz9ppjy, 3IrVcKEjHyqcqBUPz9ppjy"
25/04/2024,6zn0ihyAApAYV51zpXxdEp,10cm,1853043,58,584836,korean pop,2011,2024,20,2,v o K a l,"6fPdsA80GQ6SwfCC1sO7Y9, 5fI0JERjR9jDo8JFLS2KyI, 6fPdsA80GQ6SwfCC1sO7Y9, 5fI0JERjR9jDo8JFLS2KyI"
25/04/2024,711MCceyCBcFnzjGY4Q7Un,ac/dc,36313919,79,28121040,"australian rock, hard rock, rock",1976,2020,20,9,Rock Party,"57bgtoPSgt236HzfBOd8kj, 2SiXAy7TuUkycRVbbWDEpo, 08mG3Y1vljYA6bvDt4Wqkj, 4feXJ5IC3avXsVW9WNFSag, 57bgtoPSgt236HzfBOd8kj, 2SiXAy7TuUkycRVbbWDEpo, 08mG3Y1vljYA6bvDt4Wqkj, 4feXJ5IC3avXsVW9WNFSag"
25/04/2024,714osTgzZrkyf3SGjggpfY,north mississippi allstars,252242,38,106467,"jam band, modern blues, modern blues rock, southern rock",2000,2022,20,1,Blues & Roots Rock,"5RDKXNErtcfCtNXGQPCynO, 5RDKXNErtcfCtNXGQPCynO"
25/04/2024,72HNCRVjK93J4ZnCY8rb1q,d.t.e,1490243,50,5605, dance ,2020,2024,16,1,Main Stage,"2QUkcBV8t0A2AYH1G76EUB, 2QUkcBV8t0A2AYH1G76EUB"
25/04/2024,73Y01xwhmpeq2qq9KLaRFZ,holy moly & the crackers,24883,23,12229,newcastle indie,2012,2023,20,1,Blues & Roots Rock,"2O3VFSBrlQBe13zmEAOqnv, 2O3VFSBrlQBe13zmEAOqnv"
25/04/2024,73jBynjsVtofjRpdpRAJGk,dimitri vegas & like mike,17742950,71,3408862,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house",2020,2024,20,1,Main Stage,"4y9tKMhrx5uepqljKj7wq9, 4y9tKMhrx5uepqljKj7wq9"
25/04/2024,74NBPbyyftqJ4SpDZ4c1Ed,tom morello,5042626,61,176037,modern alternative rock,2007,2023,20,1,Rock Party,"4GvPlSOKfN7aXEuGW8zKUx, 4GvPlSOKfN7aXEuGW8zKUx"
25/04/2024,76vZk3TWaVcNiP7H7in9fu,space,130153,33,35193,britpop,1996,2020,20,4,Throwback Thursday,"5beiMMlsINDI5fxRdF0D42, 5beiMMlsINDI5fxRdF0D42"
25/04/2024,776Uo845nYHJpNaStv1Ds4,jimi hendrix,8546954,66,6614660,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",1972,2023,20,11,Rock Party,"2aoo2jlRnM3A0NyLQqMN2f, 2aoo2jlRnM3A0NyLQqMN2f"
25/04/2024,78oWym4ACzyf81OAeS0dHY,yamas,1469433,52,2383,hypertechno,2023,2024,4,1,Main Stage,"2RskfmXnkMxDN6R9Mz9uG3, 6d4o00VKYnYb1DgvZr2xuV, 2RskfmXnkMxDN6R9Mz9uG3, 6d4o00VKYnYb1DgvZr2xuV"
25/04/2024,78xUyw6FkVZrRAtziFdtdu,the roots,2943687,57,1357245,"conscious hip hop, east coast hip hop, hip hop, philly rap, political hip hop",1995,2021,20,1,Gold School,"4pdLZsxq0y5oJDb6Cxlokw, 4pdLZsxq0y5oJDb6Cxlokw"
25/04/2024,79g2STpP2iV1xfgHuhrhX0,leellamarz,297073,51,177277,"k-rap, korean r&b",2017,2024,20,1,KrOWN,"4D6ouoAWdowHMBWkRF1yZR, 1S7JmOOTfu7Wzf7EfnxFyd, 2jkvI5zv8yDQKReAlyMj2t, 7KUb5GsTcXfpG0phkbL2mR, 3D8JDF9RR85PBzxW5JOj5X, 1GnC5Vv0iJ3eTnsWtMFG4X, 4D6ouoAWdowHMBWkRF1yZR, 1S7JmOOTfu7Wzf7EfnxFyd, 2jkvI5zv8yDQKReAlyMj2t, 7KUb5GsTcXfpG0phkbL2mR, 3D8JDF9RR85PBzxW5JOj5X, 1GnC5Vv0iJ3eTnsWtMFG4X"
25/04/2024,7ACEUD7UsmmXrnj4OLt8f9,twocolors,5966823,62,92148,"edm, pop dance, pop edm",2021,2024,20,1,Main Stage,"31PeeweG94mVQsqNOLcq4B, 31PeeweG94mVQsqNOLcq4B"
25/04/2024,7B8T3S0UZQCAwqqFOQYOrM,gmf fatboy,137264,33,6164,memphis hip hop,2021,2024,15,1,Fresh Finds Hip-Hop,"14NjvajwODFtcJXpkylDlK, 14NjvajwODFtcJXpkylDlK"
25/04/2024,7C0lSOS41UnTbnF7bMSEWN,woogie,193502,35,96262,"k-rap, korean r&b",2018,2023,11,1,v o K a l,"1hncbzqfhChm8PS0UeoVY6, 1hncbzqfhChm8PS0UeoVY6"
25/04/2024,7CLsFRcEkn0Amc9VlVOFwR,lunax,2819099,59,60577,hypertechno,2022,2024,20,1,Main Stage,"3oht02g1mg6KywagA3bysC, 3oht02g1mg6KywagA3bysC"
25/04/2024,7DivyX8KXF3bq2iAplKTC3,iam6teen,45190,29,2383,anime lo-fi,2019,2023,20,1,Fresh Finds,"7yW7yONHdPpJcypccYHSTA, 7yW7yONHdPpJcypccYHSTA"
25/04/2024,7EV6jW6dotBdvsHj6xPixi,the divine comedy,260435,40,146183,"baroque pop, britpop, chamber pop, melancholia",1994,2019,20,46,Throwback Thursday,"6L0Cy5aoMpxod9Z2p0Roo8, 6L0Cy5aoMpxod9Z2p0Roo8"
25/04/2024,7EVJloAqLSz0LiDi3308dL,lucky yu,12790,13,258," traditional , pop ",2023,2024,4,1,Fresh Finds,"5xiiqiCNaFVAged8VtyEnM, 5xiiqiCNaFVAged8VtyEnM"
25/04/2024,7Ey4PD4MYsKc5I2dolUwbH,aerosmith,21891598,72,14084503,"album rock, classic rock, hard rock, rock",1976,2022,20,9,Rock Party,"6qUEOWqOzu1rLPUPQ1ECpx, 6qUEOWqOzu1rLPUPQ1ECpx"
25/04/2024,7FBcuc1gsnv6Y1nwFtNRCb,my chemical romance,15965588,74,8385533,"emo, modern rock, pop punk, pov: indie, rock",2002,2022,20,1,Rock Party,"7j31rVgGX9Q2blT92VBEA0, 7j31rVgGX9Q2blT92VBEA0"
